Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明,----,07:07,00:00,-
2,曲靖,08:43,08:48,01:36,157
3,宣威,09:51,09:56,02:39,258
4,六盘水,11:24,11:30,04:07,389
5,安顺,13:23,13:37,06:00,541
6,贵阳,14:50,15:20,07:13,638
7,凯里,17:42,17:49,09:35,826
8,镇远,19:03,19:09,10:49,890
9,玉屏,20:08,20:12,11:48,951
10,怀化,22:03,22:13,13:39,1095
11,娄底,02:05,02:26,17:31,1410
12,湘潭,03:34,03:38,18:39,1509
13,株洲,04:39,05:00,19:40,1535
14,醴陵,05:28,05:31,20:08,1553
15,萍乡,05:57,06:03,20:34,1616
16,宜春,06:46,06:50,21:17,1687
17,新余,07:25,07:35,21:52,1741
18,樟树,08:27,08:30,22:44,1817
19,丰城,08:47,08:50,23:01,1841
20,向塘,09:15,09:17,23:26,1874
21,南昌,09:39,09:59,23:48,1902
22,九江,12:08,12:12,25:57,2037
23,武穴,13:02,13:16,26:47,2095
24,蕲春,13:44,13:47,27:15,2134
25,浠水,14:07,14:10,27:35,2164
26,黄州,14:34,14:37,27:59,2193
27,麻城,15:17,15:28,28:39,2260
28,新县,16:09,16:20,29:20,2320
29,光山,16:45,16:48,29:45,2363
30,潢川,17:02,17:07,29:59,2380
31,阜阳,18:35,18:49,31:27,2496
32,涡阳,19:44,19:49,32:22,-
33,淮北,20:45,20:51,33:18,-
34,徐州,22:14,22:28,34:41,2659
35,邳州,23:25,23:29,35:38,-
36,新沂,23:58,00:31,36:07,-
37,临沂东,02:51,02:57,38:27,-
38,胶州,05:46,05:49,41:16,-
39,蓝村,06:05,06:11,41:32,-
40,莱阳,07:18,07:23,42:39,3468
41,徐家店,07:47,07:53,43:03,-
42,烟台,08:57,08:57,44:07,3573
